order_id,order_date,ship_date,ship_mode,customer_id
CA-2018-151176,28.05.2018,08.06.2018,Standard Class,VI-CON-E-7707
CA-2018-151176,28.05.2018,08.06.2018,Standard Class,VI-CON-E-7708
CA-2018-151183,28.05.2018,05.06.2018,Standard Class,KA-CON-W-7709
CA-2018-151190,29.05.2018,30.05.2018,Standard Class,TR-CON-C-7710
CA-2018-151211,29.05.2018,09.06.2018,Standard Class,HA-HOM-S-7711
CA-2018-151211,29.05.2018,09.06.2018,Standard Class,HA-HOM-S-7712
CA-2018-151218,29.05.2018,31.05.2018,First Class,JO-CON-S-7713
CA-2018-151225,29.05.2018,06.06.2018,First Class,MI-COR-W-7714
CA-2018-151225,29.05.2018,06.06.2018,First Class,MI-COR-W-7715
CA-2018-151281,29.05.2018,08.06.2018,Standard Class,MA-CON-W-7716
CA-2018-151358,29.05.2018,30.05.2018,Standard Class,FJ-HOM-W-7717
CA-2018-151428,30.05.2018,07.06.2018,Standard Class,HA-CON-C-7718
CA-2018-151484,30.05.2018,02.06.2018,First Class,VO-COR-E-7719
CA-2018-151484,30.05.2018,02.06.2018,First Class,VO-COR-E-7720
CA-2018-151484,30.05.2018,02.06.2018,First Class,VO-COR-E-7721
CA-2018-151484,30.05.2018,02.06.2018,First Class,VO-COR-E-7722
CA-2018-151596,30.05.2018,07.06.2018,First Class,PO-COR-E-7723
CA-2018-151750,30.05.2018,03.06.2018,Standard Class,MA-CON-C-7724
CA-2018-151750,30.05.2018,03.06.2018,Standard Class,MA-CON-C-7725
CA-2018-151750,30.05.2018,03.06.2018,Standard Class,MA-CON-C-7726
CA-2018-151750,01.06.2018,03.06.2018,Standard Class,MA-CON-C-7727
CA-2018-151750,01.06.2018,03.06.2018,Standard Class,MA-CON-C-7728
CA-2018-151750,01.06.2018,03.06.2018,Standard Class,MA-CON-C-7729
CA-2018-151750,01.06.2018,03.06.2018,Standard Class,MA-CON-C-7730
CA-2018-151799,01.06.2018,02.06.2018,Standard Class,FE-HOM-E-7731
CA-2018-151799,01.06.2018,02.06.2018,Standard Class,FE-HOM-E-7732
CA-2018-151799,01.06.2018,02.06.2018,Standard Class,FE-HOM-E-7733
CA-2018-151799,01.06.2018,02.06.2018,Standard Class,FE-HOM-E-7734
CA-2018-151799,01.06.2018,02.06.2018,Standard Class,FE-HOM-E-7735
CA-2018-151855,01.06.2018,04.06.2018,Standard Class,WA-COR-S-7736
CA-2018-151855,01.06.2018,04.06.2018,Standard Class,WA-COR-S-7737
CA-2018-151911,02.06.2018,12.06.2018,Second Class,LL-COR-E-7738
CA-2018-151981,02.06.2018,13.06.2018,Standard Class,MI-HOM-E-7739
CA-2018-151981,02.06.2018,13.06.2018,Standard Class,MI-HOM-E-7740
CA-2018-151981,02.06.2018,13.06.2018,Standard Class,MI-HOM-E-7741
CA-2018-152079,02.06.2018,05.06.2018,First Class,LA-CON-C-7742
CA-2018-152093,02.06.2018,08.06.2018,Standard Class,NO-HOM-C-7743
CA-2018-152135,03.06.2018,15.06.2018,Second Class,GR-HOM-E-7744
CA-2018-152142,03.06.2018,13.06.2018,Standard Class,WI-COR-W-7745
CA-2018-152198,03.06.2018,12.06.2018,First Class,DA-CON-E-7746
CA-2018-152198,03.06.2018,12.06.2018,First Class,DA-CON-E-7747
CA-2018-152198,03.06.2018,12.06.2018,First Class,DA-CON-E-7748
CA-2018-152205,03.06.2018,08.06.2018,Standard Class,FO-COR-E-7749
CA-2018-152226,03.06.2018,05.06.2018,Standard Class,HO-CON-E-7750
CA-2018-152261,03.06.2018,04.06.2018,Standard Class,AI-CON-E-7751
CA-2018-152275,03.06.2018,15.06.2018,Standard Class,HE-COR-C-7752
CA-2018-152310,03.06.2018,10.06.2018,Standard Class,KA-CON-W-7753
CA-2018-152310,03.06.2018,10.06.2018,Standard Class,KA-CON-W-7754
CA-2018-152310,03.06.2018,10.06.2018,Standard Class,KA-CON-W-7755
CA-2018-152310,03.06.2018,10.06.2018,Standard Class,KA-CON-W-7756
CA-2018-152310,03.06.2018,10.06.2018,Standard Class,KA-CON-W-7757
CA-2018-152310,03.06.2018,10.06.2018,Standard Class,KA-CON-W-7758
CA-2018-152436,03.06.2018,11.06.2018,Second Class,WE-HOM-E-7759
CA-2018-152485,03.06.2018,13.06.2018,Standard Class,DR-CON-C-7760
CA-2018-152485,04.06.2018,13.06.2018,Standard Class,DR-CON-C-7761
CA-2018-152485,04.06.2018,13.06.2018,Standard Class,DR-CON-C-7762
CA-2018-152499,04.06.2018,12.06.2018,Second Class,HO-COR-C-7763
CA-2018-152499,04.06.2018,12.06.2018,Second Class,HO-COR-C-7764
CA-2018-152583,04.06.2018,04.06.2018,Same Day,AK-CON-C-7765
CA-2018-152583,04.06.2018,04.06.2018,Same Day,AK-CON-C-7766
CA-2018-152583,04.06.2018,04.06.2018,Same Day,AK-CON-C-7767
CA-2018-152660,04.06.2018,09.06.2018,Standard Class,BR-CON-C-7768
CA-2018-152695,05.06.2018,05.06.2018,Same Day,CO-CON-E-7769
CA-2018-152695,05.06.2018,05.06.2018,Same Day,CO-CON-E-7770
CA-2018-152702,06.06.2018,13.06.2018,Standard Class,NG-HOM-C-7771
CA-2018-152709,06.06.2018,08.06.2018,Standard Class,BR-CON-C-7772
CA-2018-152737,08.06.2018,12.06.2018,Standard Class,SA-CON-W-7773
CA-2018-152737,08.06.2018,12.06.2018,Standard Class,SA-CON-W-7774
CA-2018-152786,08.06.2018,09.06.2018,Standard Class,AR-CON-S-7775
CA-2018-152807,08.06.2018,09.06.2018,Standard Class,CR-CON-E-7776
CA-2018-152807,08.06.2018,09.06.2018,Standard Class,CR-CON-E-7777
CA-2018-152807,08.06.2018,09.06.2018,Standard Class,CR-CON-E-7778
CA-2018-152807,08.06.2018,09.06.2018,Standard Class,CR-CON-E-7779
CA-2018-152856,08.06.2018,17.06.2018,Second Class,SC-COR-E-7780
CA-2018-152912,08.06.2018,16.06.2018,Second Class,MO-COR-E-7781
CA-2018-152912,08.06.2018,16.06.2018,Second Class,MO-COR-E-7782
CA-2018-152912,08.06.2018,16.06.2018,Second Class,MO-COR-E-7783
CA-2018-152912,09.06.2018,16.06.2018,Second Class,MO-COR-E-7784
CA-2018-152926,09.06.2018,10.06.2018,Second Class,CH-COR-C-7785
CA-2018-152926,09.06.2018,10.06.2018,Second Class,CH-COR-C-7786
CA-2018-152933,09.06.2018,21.06.2018,Standard Class,GR-HOM-C-7787
CA-2018-152933,09.06.2018,21.06.2018,Standard Class,GR-HOM-C-7788
CA-2018-152933,10.06.2018,21.06.2018,Standard Class,GR-HOM-C-7789
CA-2018-152961,10.06.2018,22.06.2018,Standard Class,CH-CON-E-7790
CA-2018-152968,10.06.2018,19.06.2018,Standard Class,MI-CON-S-7791
CA-2018-152975,10.06.2018,19.06.2018,First Class,BA-HOM-E-7792
CA-2018-152975,10.06.2018,19.06.2018,First Class,BA-HOM-E-7793
CA-2018-152975,10.06.2018,19.06.2018,First Class,BA-HOM-E-7794
CA-2018-152975,10.06.2018,19.06.2018,First Class,BA-HOM-E-7795
CA-2018-153045,10.06.2018,22.06.2018,Second Class,SC-CON-E-7796
CA-2018-153045,10.06.2018,22.06.2018,Second Class,SC-CON-E-7797
CA-2018-153045,10.06.2018,22.06.2018,Second Class,SC-CON-E-7798
CA-2018-153045,10.06.2018,22.06.2018,Second Class,SC-CON-E-7799
CA-2018-153080,10.06.2018,19.06.2018,Second Class,HO-CON-W-7800
CA-2018-153227,10.06.2018,19.06.2018,First Class,SE-COR-W-7801
CA-2018-153339,11.06.2018,23.06.2018,Second Class,JO-COR-S-7802
CA-2018-153654,11.06.2018,23.06.2018,Second Class,DO-COR-S-7803
CA-2018-153787,11.06.2018,15.06.2018,Standard Class,TH-CON-W-7804
CA-2018-153822,11.06.2018,17.06.2018,Standard Class,BA-CON-W-7805
CA-2018-153822,11.06.2018,17.06.2018,Standard Class,BA-CON-W-7806
CA-2018-153822,11.06.2018,17.06.2018,Standard Class,BA-CON-W-7807
CA-2018-153822,11.06.2018,17.06.2018,Standard Class,BA-CON-W-7808
CA-2018-153843,11.06.2018,16.06.2018,First Class,CO-CON-E-7809
CA-2018-153843,11.06.2018,16.06.2018,First Class,CO-CON-E-7810
CA-2018-153843,11.06.2018,16.06.2018,First Class,CO-CON-E-7811
CA-2018-153871,11.06.2018,17.06.2018,Standard Class,BI-CON-E-7812
CA-2018-153871,11.06.2018,17.06.2018,Standard Class,BI-CON-E-7813
CA-2018-153871,11.06.2018,17.06.2018,Standard Class,BI-CON-E-7814
CA-2018-154011,11.06.2018,16.06.2018,Standard Class,BR-HOM-C-7815
CA-2018-154011,12.06.2018,16.06.2018,Standard Class,BR-HOM-C-7816
CA-2018-154039,12.06.2018,16.06.2018,Standard Class,KR-HOM-C-7817
CA-2018-154039,12.06.2018,16.06.2018,Standard Class,KR-HOM-C-7818
CA-2018-154074,12.06.2018,24.06.2018,Second Class,WA-COR-W-7819
CA-2018-154074,12.06.2018,24.06.2018,Second Class,WA-COR-W-7820
CA-2018-154088,12.06.2018,15.06.2018,Standard Class,BL-CON-S-7821
CA-2018-154102,12.06.2018,23.06.2018,Standard Class,NO-HOM-W-7822
CA-2018-154109,12.06.2018,14.06.2018,Standard Class,LA-CON-E-7823
CA-2018-154109,12.06.2018,14.06.2018,Standard Class,LA-CON-E-7824
CA-2018-154116,12.06.2018,23.06.2018,Standard Class,MI-CON-W-7825
CA-2018-154116,12.06.2018,23.06.2018,Standard Class,MI-CON-W-7826
CA-2018-154116,13.06.2018,23.06.2018,Standard Class,MI-CON-W-7827
CA-2018-154123,13.06.2018,22.06.2018,Standard Class,CO-HOM-S-7828
CA-2018-154137,13.06.2018,22.06.2018,Standard Class,TI-CON-E-7829
CA-2018-154214,13.06.2018,15.06.2018,Second Class,BL-CON-C-7830
CA-2018-154410,13.06.2018,24.06.2018,First Class,DO-COR-C-7831
CA-2018-154466,15.06.2018,27.06.2018,First Class,PA-HOM-C-7832
CA-2018-154501,15.06.2018,27.06.2018,Standard Class,AS-COR-W-7833
CA-2018-154676,15.06.2018,20.06.2018,First Class,ZA-HOM-C-7834
CA-2018-154718,15.06.2018,21.06.2018,Second Class,LA-CON-C-7835
CA-2018-154732,15.06.2018,26.06.2018,First Class,HA-COR-C-7836
CA-2018-154760,15.06.2018,20.06.2018,Standard Class,PA-CON-E-7837
CA-2018-154809,15.06.2018,20.06.2018,Standard Class,HA-CON-C-7838
CA-2018-154816,15.06.2018,22.06.2018,Standard Class,BR-COR-S-7839
CA-2018-154907,15.06.2018,22.06.2018,Standard Class,SM-COR-C-7840
CA-2018-154935,15.06.2018,23.06.2018,Standard Class,RE-CON-E-7841
CA-2018-154949,15.06.2018,22.06.2018,Standard Class,CR-CON-W-7842
CA-2018-155047,15.06.2018,23.06.2018,First Class,EN-CON-C-7843
CA-2018-155075,15.06.2018,21.06.2018,Standard Class,WE-CON-E-7844
CA-2018-155089,15.06.2018,16.06.2018,Standard Class,BY-HOM-S-7845
CA-2018-155152,15.06.2018,20.06.2018,Second Class,PA-COR-E-7846
CA-2018-155159,15.06.2018,25.06.2018,Second Class,LA-CON-S-7847
CA-2018-155292,16.06.2018,17.06.2018,First Class,DE-HOM-S-7848
CA-2018-155292,16.06.2018,17.06.2018,First Class,DE-HOM-S-7849
CA-2018-155292,16.06.2018,17.06.2018,First Class,DE-HOM-S-7850
CA-2018-155292,16.06.2018,17.06.2018,First Class,DE-HOM-S-7851
CA-2018-155362,16.06.2018,17.06.2018,Standard Class,PO-COR-C-7852
CA-2018-155376,16.06.2018,21.06.2018,Standard Class,GL-CON-C-7853
CA-2018-155460,16.06.2018,28.06.2018,First Class,WI-COR-W-7854
CA-2018-155460,16.06.2018,28.06.2018,First Class,WI-COR-W-7855
CA-2018-155558,16.06.2018,17.06.2018,Standard Class,GO-CON-C-7856
CA-2018-155558,16.06.2018,17.06.2018,Standard Class,GO-CON-C-7857
CA-2018-155607,16.06.2018,20.06.2018,Standard Class,GA-HOM-E-7858
CA-2018-155607,16.06.2018,20.06.2018,Standard Class,GA-HOM-E-7859
CA-2018-155621,16.06.2018,28.06.2018,Standard Class,NG-COR-E-7860
CA-2018-155642,17.06.2018,21.06.2018,Standard Class,MU-COR-C-7861
CA-2018-155642,17.06.2018,21.06.2018,Standard Class,MU-COR-C-7862
CA-2018-155698,17.06.2018,25.06.2018,First Class,BR-COR-S-7863
CA-2018-155698,17.06.2018,25.06.2018,First Class,BR-COR-S-7864
CA-2018-155705,17.06.2018,18.06.2018,Second Class,FR-CON-S-7865
CA-2018-155712,17.06.2018,28.06.2018,Standard Class,DA-COR-W-7866
CA-2018-155740,17.06.2018,20.06.2018,First Class,CH-HOM-E-7867
CA-2018-155824,17.06.2018,21.06.2018,Standard Class,SE-COR-S-7868
CA-2018-155824,17.06.2018,21.06.2018,Standard Class,SE-COR-S-7869
CA-2018-155873,18.06.2018,26.06.2018,Standard Class,BA-HOM-W-7870
CA-2018-155873,18.06.2018,26.06.2018,Standard Class,BA-HOM-W-7871
CA-2018-155873,18.06.2018,26.06.2018,Standard Class,BA-HOM-W-7872
CA-2018-155880,19.06.2018,29.06.2018,Standard Class,DE-COR-C-7873
CA-2018-155880,19.06.2018,29.06.2018,Standard Class,DE-COR-C-7874
CA-2018-155880,19.06.2018,29.06.2018,Standard Class,DE-COR-C-7875
CA-2018-155929,19.06.2018,26.06.2018,Standard Class,IR-CON-W-7876
CA-2018-155936,19.06.2018,25.06.2018,Standard Class,KA-CON-C-7877
CA-2018-155957,19.06.2018,23.06.2018,Standard Class,CA-COR-E-7878
CA-2018-155957,19.06.2018,23.06.2018,Standard Class,CA-COR-E-7879
CA-2018-155985,19.06.2018,21.06.2018,First Class,EP-HOM-W-7880
CA-2018-156237,19.06.2018,30.06.2018,First Class,ST-CON-E-7881
CA-2018-156237,19.06.2018,30.06.2018,First Class,ST-CON-E-7882
CA-2018-156237,19.06.2018,30.06.2018,First Class,ST-CON-E-7883
CA-2018-156237,19.06.2018,30.06.2018,First Class,ST-CON-E-7884
CA-2018-156237,19.06.2018,30.06.2018,First Class,ST-CON-E-7885
CA-2018-156237,19.06.2018,30.06.2018,First Class,ST-CON-E-7886
CA-2018-156272,19.06.2018,29.06.2018,Standard Class,WE-COR-S-7887
CA-2018-156363,19.06.2018,24.06.2018,Standard Class,LI-COR-E-7888
CA-2018-156363,20.06.2018,24.06.2018,Standard Class,LI-COR-E-7889
CA-2018-156391,20.06.2018,30.06.2018,First Class,LU-HOM-W-7890
CA-2018-156412,20.06.2018,25.06.2018,Standard Class,MC-CON-E-7891
CA-2018-156622,20.06.2018,30.06.2018,First Class,PA-COR-C-7892
CA-2018-156622,20.06.2018,30.06.2018,First Class,PA-COR-C-7893
CA-2018-156622,20.06.2018,30.06.2018,First Class,PA-COR-C-7894
CA-2018-156622,20.06.2018,30.06.2018,First Class,PA-COR-C-7895
CA-2018-156664,20.06.2018,21.06.2018,Standard Class,PA-CON-E-7896
CA-2018-156664,20.06.2018,21.06.2018,Standard Class,PA-CON-E-7897
CA-2018-156664,21.06.2018,21.06.2018,Standard Class,PA-CON-E-7898
CA-2018-156664,21.06.2018,21.06.2018,Standard Class,PA-CON-E-7899
CA-2018-156720,21.06.2018,23.06.2018,Standard Class,MA-CON-W-7900
CA-2018-156769,21.06.2018,26.06.2018,First Class,ZA-CON-S-7901
CA-2018-156776,21.06.2018,30.06.2018,Standard Class,LO-CON-W-7902
CA-2018-156776,22.06.2018,30.06.2018,Standard Class,LO-CON-W-7903
CA-2018-156776,22.06.2018,30.06.2018,Standard Class,LO-CON-W-7904
CA-2018-156776,22.06.2018,30.06.2018,Standard Class,LO-CON-W-7905
CA-2018-156776,22.06.2018,30.06.2018,Standard Class,LO-CON-W-7906
CA-2018-156776,22.06.2018,30.06.2018,Standard Class,LO-CON-W-7907
CA-2018-156776,22.06.2018,30.06.2018,Standard Class,LO-CON-W-7908
CA-2018-156776,24.06.2018,30.06.2018,Standard Class,LO-CON-W-7909
CA-2018-156818,24.06.2018,28.06.2018,Second Class,DA-CON-E-7910
CA-2018-156895,24.06.2018,28.06.2018,Standard Class,JO-COR-E-7911
CA-2018-156951,24.06.2018,25.06.2018,Standard Class,BA-COR-W-7912
CA-2018-156951,24.06.2018,25.06.2018,Standard Class,BA-COR-W-7913
CA-2018-156951,24.06.2018,25.06.2018,Standard Class,BA-COR-W-7914
CA-2018-156951,24.06.2018,25.06.2018,Standard Class,BA-COR-W-7915
CA-2018-156958,24.06.2018,29.06.2018,First Class,BZ-HOM-W-7916
CA-2018-156958,24.06.2018,29.06.2018,First Class,BZ-HOM-W-7917
CA-2018-156958,24.06.2018,29.06.2018,First Class,BZ-HOM-W-7918
CA-2018-156958,25.06.2018,29.06.2018,First Class,BZ-HOM-W-7919
CA-2018-156958,25.06.2018,29.06.2018,First Class,BZ-HOM-W-7920
CA-2018-157091,25.06.2018,05.07.2018,Standard Class,BL-CON-C-7921
CA-2018-157112,25.06.2018,06.07.2018,First Class,GU-COR-E-7922
CA-2018-157112,25.06.2018,06.07.2018,First Class,GU-COR-E-7923
CA-2018-157196,25.06.2018,29.06.2018,Standard Class,AN-CON-W-7924
CA-2018-157252,26.06.2018,08.07.2018,Second Class,VO-COR-E-7925
CA-2018-157273,26.06.2018,03.07.2018,First Class,ZE-HOM-W-7926
CA-2018-157350,26.06.2018,29.06.2018,Standard Class,PO-CON-C-7927
CA-2018-157413,26.06.2018,01.07.2018,Standard Class,WE-CON-E-7928
CA-2018-157420,26.06.2018,26.06.2018,Same Day,ZY-CON-C-7929
CA-2018-157448,26.06.2018,07.07.2018,Standard Class,CR-CON-W-7930
CA-2018-157448,26.06.2018,07.07.2018,Standard Class,CR-CON-W-7931
CA-2018-157469,26.06.2018,08.07.2018,Standard Class,SM-COR-E-7932
CA-2018-157469,26.06.2018,08.07.2018,Standard Class,SM-COR-E-7933
CA-2018-157483,26.06.2018,07.07.2018,Standard Class,PH-CON-C-7934
CA-2018-157651,26.06.2018,04.07.2018,Standard Class,AN-CON-E-7935
CA-2018-157672,26.06.2018,28.06.2018,First Class,BA-HOM-W-7936
CA-2018-157833,26.06.2018,07.07.2018,First Class,DU-CON-W-7937
CA-2018-157854,26.06.2018,07.07.2018,Standard Class,MO-COR-S-7938
CA-2018-157854,26.06.2018,07.07.2018,Standard Class,MO-COR-S-7939
CA-2018-157903,26.06.2018,05.07.2018,Standard Class,MC-CON-C-7940
CA-2018-157931,27.06.2018,04.07.2018,Second Class,O'-HOM-S-7941
CA-2018-157931,27.06.2018,04.07.2018,Second Class,O'-HOM-S-7942
CA-2018-157966,27.06.2018,27.06.2018,Same Day,UL-HOM-C-7943
CA-2018-157966,27.06.2018,27.06.2018,Same Day,UL-HOM-C-7944
CA-2018-157966,27.06.2018,27.06.2018,Same Day,UL-HOM-C-7945
CA-2018-157966,29.06.2018,29.06.2018,Same Day,UL-HOM-C-7946
CA-2018-157966,29.06.2018,29.06.2018,Same Day,UL-HOM-C-7947
CA-2018-157966,29.06.2018,29.06.2018,Same Day,UL-HOM-C-7948
CA-2018-157966,29.06.2018,29.06.2018,Same Day,UL-HOM-C-7949
CA-2018-157980,29.06.2018,05.07.2018,First Class,HO-CON-E-7950
CA-2018-157987,29.06.2018,07.07.2018,Standard Class,CH-COR-E-7951
CA-2018-157987,29.06.2018,07.07.2018,Standard Class,CH-COR-E-7952
CA-2018-157987,29.06.2018,07.07.2018,Standard Class,CH-COR-E-7953
CA-2018-157987,29.06.2018,07.07.2018,Standard Class,CH-COR-E-7954
CA-2018-157987,29.06.2018,07.07.2018,Standard Class,CH-COR-E-7955
CA-2018-157987,29.06.2018,07.07.2018,Standard Class,CH-COR-E-7956
CA-2018-157987,29.06.2018,07.07.2018,Standard Class,CH-COR-E-7957
CA-2018-157987,29.06.2018,07.07.2018,Standard Class,CH-COR-E-7958
CA-2018-157987,29.06.2018,07.07.2018,Standard Class,CH-COR-E-7959
CA-2018-157987,29.06.2018,07.07.2018,Standard Class,CH-COR-E-7960
CA-2018-157987,30.06.2018,07.07.2018,Standard Class,CH-COR-E-7961
CA-2018-157987,30.06.2018,07.07.2018,Standard Class,CH-COR-E-7962
CA-2018-158036,30.06.2018,07.07.2018,Standard Class,BA-COR-E-7963
CA-2018-158071,30.06.2018,02.07.2018,Standard Class,DO-CON-W-7964
CA-2018-158071,30.06.2018,02.07.2018,Standard Class,DO-CON-W-7965
CA-2018-158071,30.06.2018,02.07.2018,Standard Class,DO-CON-W-7966
CA-2018-158106,30.06.2018,07.07.2018,Standard Class,TR-CON-C-7967
CA-2018-158120,30.06.2018,02.07.2018,Standard Class,HA-COR-W-7968
CA-2018-158120,30.06.2018,02.07.2018,Standard Class,HA-COR-W-7969
CA-2018-158169,30.06.2018,12.07.2018,First Class,MA-CON-W-7970
CA-2018-158169,30.06.2018,12.07.2018,First Class,MA-CON-W-7971
CA-2018-158246,01.07.2018,08.07.2018,First Class,BR-COR-W-7972
CA-2018-158344,01.07.2018,11.07.2018,Standard Class,CH-CON-C-7973
CA-2018-158379,01.07.2018,06.07.2018,Second Class,AI-CON-E-7974
CA-2018-158379,02.07.2018,06.07.2018,Second Class,AI-CON-E-7975
CA-2018-158379,02.07.2018,06.07.2018,Second Class,AI-CON-E-7976
CA-2018-158386,03.07.2018,09.07.2018,Standard Class,OD-CON-S-7977
CA-2018-158407,03.07.2018,05.07.2018,Standard Class,WI-COR-S-7978
CA-2018-158407,03.07.2018,05.07.2018,Standard Class,WI-COR-S-7979
CA-2018-158561,03.07.2018,09.07.2018,Second Class,BO-COR-S-7980
CA-2018-158673,03.07.2018,04.07.2018,Standard Class,BR-COR-C-7981
CA-2018-158722,03.07.2018,06.07.2018,Standard Class,AB-HOM-E-7982
CA-2018-158729,03.07.2018,11.07.2018,First Class,CO-CON-S-7983
CA-2018-158736,03.07.2018,06.07.2018,Standard Class,TU-HOM-W-7984
CA-2018-158743,03.07.2018,04.07.2018,Standard Class,GI-CON-S-7985
CA-2018-158743,03.07.2018,04.07.2018,Standard Class,GI-CON-S-7986
CA-2018-158743,03.07.2018,04.07.2018,Standard Class,GI-CON-S-7987
CA-2018-158876,03.07.2018,04.07.2018,Second Class,BI-CON-C-7988
CA-2018-158876,03.07.2018,04.07.2018,Second Class,BI-CON-C-7989
CA-2018-158876,03.07.2018,04.07.2018,Second Class,BI-CON-C-7990
CA-2018-158876,03.07.2018,04.07.2018,Second Class,BI-CON-C-7991
CA-2018-158883,03.07.2018,03.07.2018,Same Day,SC-CON-S-7992
CA-2018-158953,03.07.2018,12.07.2018,Standard Class,LO-COR-C-7993
CA-2018-158967,03.07.2018,12.07.2018,First Class,TH-CON-S-7994
CA-2018-159100,03.07.2018,11.07.2018,Standard Class,PI-COR-S-7995
CA-2018-159100,03.07.2018,11.07.2018,Standard Class,PI-COR-S-7996
CA-2018-159107,05.07.2018,16.07.2018,Second Class,TH-CON-W-7997
CA-2018-159135,05.07.2018,17.07.2018,Standard Class,MU-HOM-S-7998
CA-2018-159149,05.07.2018,14.07.2018,First Class,RE-HOM-C-7999
CA-2018-159149,05.07.2018,14.07.2018,First Class,RE-HOM-C-8000
CA-2018-159149,05.07.2018,14.07.2018,First Class,RE-HOM-C-8001
CA-2018-159156,05.07.2018,06.07.2018,First Class,BR-COR-E-8002
CA-2018-159226,06.07.2018,14.07.2018,Second Class,LU-CON-W-8003
CA-2018-159282,06.07.2018,09.07.2018,Standard Class,HA-HOM-W-8004
CA-2018-159352,06.07.2018,07.07.2018,Standard Class,BL-COR-E-8005
CA-2018-159366,06.07.2018,12.07.2018,First Class,WA-COR-C-8006
CA-2018-159457,07.07.2018,12.07.2018,Standard Class,DU-CON-C-8007
CA-2018-159464,07.07.2018,16.07.2018,First Class,BO-COR-S-8008
CA-2018-159464,07.07.2018,16.07.2018,First Class,BO-COR-S-8009
CA-2018-159464,07.07.2018,16.07.2018,First Class,BO-COR-S-8010
CA-2018-159464,07.07.2018,16.07.2018,First Class,BO-COR-S-8011
CA-2018-159464,07.07.2018,16.07.2018,First Class,BO-COR-S-8012
CA-2018-159506,07.07.2018,13.07.2018,Standard Class,RI-COR-C-8013
CA-2018-159506,07.07.2018,13.07.2018,Standard Class,RI-COR-C-8014
CA-2018-159597,07.07.2018,16.07.2018,Standard Class,CO-COR-W-8015
CA-2018-159597,08.07.2018,16.07.2018,Standard Class,CO-COR-W-8016
CA-2018-159604,08.07.2018,15.07.2018,First Class,LE-HOM-C-8017
CA-2018-159667,08.07.2018,14.07.2018,Standard Class,MC-HOM-S-8018
CA-2018-159667,08.07.2018,14.07.2018,Standard Class,MC-HOM-S-8019
CA-2018-159688,08.07.2018,18.07.2018,Standard Class,BE-HOM-W-8020
CA-2018-159793,08.07.2018,13.07.2018,Standard Class,VE-CON-E-8021
CA-2018-159884,08.07.2018,18.07.2018,Standard Class,FA-CON-W-8022
CA-2018-159884,08.07.2018,18.07.2018,Standard Class,FA-CON-W-8023
CA-2018-159954,08.07.2018,16.07.2018,Standard Class,SH-CON-S-8024
CA-2018-160017,08.07.2018,11.07.2018,Standard Class,PA-COR-S-8025
CA-2018-160031,08.07.2018,17.07.2018,Second Class,TR-CON-E-8026
CA-2018-160045,08.07.2018,14.07.2018,First Class,BL-CON-C-8027
CA-2018-160087,08.07.2018,17.07.2018,Standard Class,NA-CON-C-8028
CA-2018-160122,08.07.2018,13.07.2018,Standard Class,D'-CON-C-8029
CA-2018-160122,08.07.2018,13.07.2018,Standard Class,D'-CON-C-8030
CA-2018-160325,08.07.2018,08.07.2018,Same Day,PI-COR-E-8031
CA-2018-160325,08.07.2018,08.07.2018,Same Day,PI-COR-E-8032
CA-2018-160416,08.07.2018,15.07.2018,Second Class,DO-HOM-E-8033
CA-2018-160423,08.07.2018,09.07.2018,Standard Class,SE-HOM-S-8034
CA-2018-160423,09.07.2018,09.07.2018,Standard Class,SE-HOM-S-8035
CA-2018-160458,09.07.2018,10.07.2018,Second Class,HO-CON-S-8036
CA-2018-160514,09.07.2018,19.07.2018,Standard Class,BR-COR-W-8037
CA-2018-160633,09.07.2018,12.07.2018,Standard Class,ST-COR-E-8038
CA-2018-160633,09.07.2018,12.07.2018,Standard Class,ST-COR-E-8039
CA-2018-160633,09.07.2018,12.07.2018,Standard Class,ST-COR-E-8040
CA-2018-160661,09.07.2018,14.07.2018,Standard Class,AN-CON-E-8041
CA-2018-160724,09.07.2018,20.07.2018,Standard Class,SO-COR-S-8042
CA-2018-160801,09.07.2018,09.07.2018,Same Day,GA-HOM-E-8043
CA-2018-160885,10.07.2018,11.07.2018,Standard Class,KR-CON-C-8044
CA-2018-160899,10.07.2018,18.07.2018,Second Class,RA-HOM-S-8045
CA-2018-160927,10.07.2018,17.07.2018,Second Class,MA-CON-C-8046
CA-2018-160927,11.07.2018,17.07.2018,Second Class,MA-CON-C-8047
CA-2018-160927,11.07.2018,17.07.2018,Second Class,MA-CON-C-8048
CA-2018-160927,11.07.2018,17.07.2018,Second Class,MA-CON-C-8049
CA-2018-160934,11.07.2018,13.07.2018,Standard Class,TU-HOM-W-8050
CA-2018-160962,11.07.2018,13.07.2018,Standard Class,CO-COR-E-8051
CA-2018-160962,11.07.2018,13.07.2018,Standard Class,CO-COR-E-8052
CA-2018-160983,11.07.2018,15.07.2018,Second Class,BE-COR-E-8053
CA-2018-161018,12.07.2018,23.07.2018,Second Class,NO-HOM-E-8054
CA-2018-161046,13.07.2018,13.07.2018,Same Day,BE-COR-S-8055
CA-2018-161046,13.07.2018,13.07.2018,Same Day,BE-COR-S-8056
CA-2018-161046,13.07.2018,13.07.2018,Same Day,BE-COR-S-8057
CA-2018-161046,13.07.2018,13.07.2018,Same Day,BE-COR-S-8058
