order_id,product_id,product_name,category,sub_category,manufacturer,unit_price,quantity,shipping_price
US-2017-140172,Honeywell-10220,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,Honeywell,"76,67",3,"13,85"
US-2017-140809,X-Rack-10221,X-Rack File for Hanging Folders,Office Supplies,Storage,Other,"11,2",5,"24,83"
US-2017-141264,3.6-10222,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Appliances,Other,295,1,"9,34"
US-2017-141264,Premier-10223,Premier Electric Letter Opener,Office Supplies,Supplies,Premier,"115,63",2,"9,34"
US-2017-141544,GBC-10224,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,GBC,"21,11",6,"20,11"
US-2017-141544,File-10225,"File Shuttle II and Handi-File, Black",Office Supplies,Storage,Other,"33,75",2,"20,11"
US-2017-141544,Round-10226,Round Specialty Laser Printer Labels,Office Supplies,Labels,Other,"12,5",10,"20,11"
US-2017-141544,Aastra-10227,Aastra 57i VoIP phone,Technology,Phones,Other,"161,67",3,"20,11"
US-2017-141544,Hon-10228,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,Hon,"281,07",4,"20,11"
US-2017-141880,Dana-10229,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,Dana,"40,83",3,"22,97"
US-2017-142251,Xerox-10230,Xerox 1898,Office Supplies,Paper,Xerox,"6,67",6,"0,12"
US-2017-142685,Compact-10231,Compact Automatic Electric Letter Opener,Office Supplies,Supplies,Other,"119,29",7,"12,35"
US-2017-143280,Acco-10232,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,Fasteners,Acco,"3,67",3,"14,86"
US-2017-143280,Memorex-10233,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,Accessories,Memorex,36,1,"14,86"
US-2017-143280,AT&T-10234,AT&T 1070 Corded Phone,Technology,Phones,AT&T,"111,5",5,"14,86"
US-2017-143448,Global-10235,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,Global,285,5,"52,21"
US-2017-143819,Easy-staple-10236,Easy-staple paper,Office Supplies,Paper,Easy-staple paper,26,1,"11,1"
US-2017-143819,Adjustable-10237,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,Other,"181,5",2,"11,1"
US-2017-143819,Chromcraft-10238,Chromcraft Round Conference Tables,Furniture,Tables,Chromcraft,"174,38",8,"11,1"
US-2017-143819,Ativa-10239,Ativa V4110MDD Micro-Cut Shredder,Technology,Machines,Ativa,700,7,"11,1"
US-2017-144057,Ibico-10240,Ibico Standard Transparent Covers,Office Supplies,Binders,Ibico,"16,25",4,"5,18"
US-2017-144057,GBC-10241,GBC VeloBind Cover Sets,Office Supplies,Binders,GBC,"15,83",6,"5,18"
US-2017-144057,Euro-10242,Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances,Euro Pro,"61,25",4,"5,18"
US-2017-144057,Xerox-10243,Xerox 1911,Office Supplies,Paper,Xerox,"48,13",2,"5,18"
US-2017-144057,Hot-10244,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,Other,"178,54",6,"5,18"
US-2017-144211,Wirebound-10245,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,Wirebound,"6,25",3,"8,97"
US-2017-144211,AT&T-10246,AT&T 17929 Lendline Telephone,Technology,Phones,AT&T,"45,42",3,"8,97"
US-2017-144351,BlueLounge-10247,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones,Other,30,3,"8,11"
US-2017-144393,XtraLife-10248,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,XtraLife,15,4,"12,76"
US-2017-144477,Boston-10249,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,Boston,"11,56",4,"6,23"
US-2017-144547,Kensington-10250,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Technology,Accessories,Kensington,50,7,"11,99"
US-2017-146066,Iceberg-10251,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,Iceberg,"150,93",9,"6,23"
US-2017-146570,Newell-10252,Newell 344,Office Supplies,Art,Newell,"2,67",3,"13,85"
US-2017-146570,Boston-10253,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,Boston,23,4,"13,85"
US-2017-146570,GBC-10254,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders,GBC,64,8,"13,85"
US-2017-146710,Ampad-10255,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,Ampad,5,1,"6,99"
US-2017-146710,Xerox-10256,Xerox 196,Office Supplies,Paper,Xerox,"6,25",1,"6,99"
US-2017-146710,Martin-Yale-10257,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,Martin-Yale,13,5,"6,99"
US-2017-146710,Fiskars-10258,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies,Fiskars,"17,19",4,"6,99"
US-2017-146794,Bestar-10259,Bestar Classic Bookcase,Furniture,Bookcases,Bestar,100,5,"6,91"
US-2017-146857,Belkin-10260,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,Belkin,54,1,"8,55"
US-2017-147340,Nu-Dell-10261,Nu-Dell Executive Frame,Furniture,Furnishings,Nu-Dell,"12,6",5,"54,15"
US-2017-147711,Acco-10262,Acco Expandable Hanging Binders,Office Supplies,Binders,Acco,"6,5",2,"8,65"
US-2017-147711,Eldon-10263,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,Eldon,"7,5",2,"8,65"
US-2017-147711,Avery-10264,Avery 486,Office Supplies,Labels,Avery,"7,25",8,"8,65"
US-2017-147711,Sauder-10265,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,Sauder,115,3,"8,65"
US-2017-147991,Eldon-10266,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,Eldon,"4,25",5,"12,28"
US-2017-148110,Situations-10267,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other,"71,02",7,"5,18"
US-2017-148334,GBC-10268,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,GBC,10,2,"11,99"
US-2017-148803,Steel-10269,Steel Personal Filing/Posting Tote,Office Supplies,Storage,Other,"35,42",3,"46,56"
US-2017-148901,Dixon-10270,Dixon Ticonderoga Pencils,Office Supplies,Art,Dixon,"3,13",2,"14,61"
US-2017-148901,Wilson-10271,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,Wilson Jones,"16,67",2,"14,61"
US-2017-148901,Avery-10272,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,Avery,"5,42",8,"14,61"
US-2017-148901,DAX-10273,"DAX Copper Panel Document Frame, 5 x 7 Size",Furniture,Furnishings,DAX,"12,5",3,"14,61"
US-2017-148901,Xerox-10274,Xerox 23,Office Supplies,Paper,Xerox,"6,46",6,"14,61"
US-2017-148901,LF-10275,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,Other,11,5,"14,61"
US-2017-148901,GBC-10276,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders,GBC,"64,44",3,"14,61"
US-2017-148957,Avery-10277,Avery 481,Office Supplies,Labels,Avery,3,4,"7,73"
US-2017-149790,Ibico-10278,Ibico Recycled Linen-Style Covers,Office Supplies,Binders,Ibico,40,2,"11,99"
US-2017-150035,Westinghouse-10279,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,Westinghouse,"8,5",2,"10,99"
US-2017-150140,Nortel-10280,Nortel Meridian M5316 Digital phone,Technology,Phones,Nortel,259,5,"14,06"
US-2017-150147,Wilson-10281,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,Wilson Jones,"5,56",3,"6,23"
US-2017-150147,Ibico-10282,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,Ibico,35,2,"6,23"
US-2017-150147,AT&T-10283,AT&T 841000 Phone,Technology,Phones,AT&T,"69,17",2,"6,23"
US-2017-150357,Presstex-10284,Presstex Flexible Ring Binders,Office Supplies,Binders,Other,"4,44",3,"8,36"
US-2017-150357,Martin-Yale-10285,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,Martin-Yale,"13,13",2,"8,36"
US-2017-150567,Pressboard-10286,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,Pressboard,5,2,"14,26"
US-2017-150567,GBC-10287,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,GBC,15,6,"14,26"
US-2017-150861,Avery-10288,Avery 520,Office Supplies,Labels,Avery,3,2,"17,82"
US-2017-150861,Personal-10289,"Personal Folder Holder, Ebony",Office Supplies,Storage,Other,"11,33",3,"17,82"
US-2017-150861,Xerox-10290,Xerox 1964,Office Supplies,Paper,Xerox,"22,88",8,"17,82"
US-2017-150861,Bevis-10291,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,Bevis,"333,33",2,"17,82"
US-2017-150861,Global-10292,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,Global,"201,11",3,"17,82"
US-2017-151260,Belkin-10293,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Appliances,Belkin,"23,13",4,"21,33"
US-2017-151827,Anker-10294,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories,Anker,20,2,"6,23"
US-2017-151827,LG-10295,LG Exalt,Technology,Phones,Other,"156,11",3,"6,23"
US-2017-151862,RCA-10296,RCA ViSYS 25423RE1 Corded phone,Technology,Phones,RCA,100,2,"12,96"
US-2017-152051,GBC-10297,GBC Wire Binding Strips,Office Supplies,Binders,GBC,"31,67",4,"10,02"
US-2017-152051,Gould-10298,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,Gould Plastics,"52,92",6,"10,02"
US-2017-152051,Global-10299,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,Global,"200,95",3,"10,02"
US-2017-152373,Eldon-10300,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,Eldon,"38,75",3,"12,55"
US-2017-152415,C-Line-10301,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,C-Line,5,3,8
US-2017-152415,Howard-10302,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,Howard Miller,64,3,8
US-2017-152835,Newell-10303,Newell 341,Office Supplies,Art,Newell,"4,2",5,"14,56"
US-2017-153129,Strathmore-10304,Strathmore Photo Mount Cards,Office Supplies,Paper,Strathmore,"6,8",5,7
US-2017-153815,Embossed-10305,Embossed Ink Jet Note Cards,Office Supplies,Paper,Other,"22,5",2,"24,84"
US-2017-153815,Executive-10306,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,Executive Impressions,"22,5",2,"24,84"
US-2017-153815,Eaton-10307,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,Other,"55,63",2,"24,84"
US-2017-153815,High-Back-10308,High-Back Leather Manager's Chair,Furniture,Chairs,Other,130,2,"24,84"
US-2017-154256,Avery-10309,Avery 487,Office Supplies,Labels,Avery,"3,71",7,"0,94"
US-2017-154361,Advantus-10310,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,Advantus,"5,5",5,"6,86"
US-2017-155103,XtraLife-10311,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,XtraLife,"14,58",3,"10,09"
US-2017-155103,Green-10312,Green Bar Computer Printout Paper,Office Supplies,Paper,Other,55,1,"10,09"
US-2017-155103,Ibico-10313,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,Ibico,"172,92",3,"10,09"
US-2017-155173,Avery-10314,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,Avery,"6,67",1,"7,98"
US-2017-155173,Grandstream-10315,Grandstream GXP1160 VoIP phone,Technology,Phones,Grandstream,"37,78",3,"7,98"
US-2017-155173,Wilson-10316,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,Other,360,2,"7,98"
US-2017-155180,Wilson-10317,Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,Binders,Wilson Jones,"8,13",4,"10,09"
US-2017-155404,G.E.-10318,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,G. E.,"6,5",2,"10,85"
US-2017-155768,#10--10319,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,Other,"7,67",3,"51,11"
US-2017-155768,Tenex-10320,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,Tenex,16,2,"51,11"
US-2017-155768,Xerox-10321,Xerox 1886,Office Supplies,Paper,Xerox,48,1,"51,11"
US-2017-155768,Sauder-10322,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Office Supplies,Storage,Sauder,371,3,"51,11"
US-2017-155971,Avery-10323,Avery 488,Office Supplies,Labels,Avery,"3,14",7,"14,86"
US-2017-155971,Xerox-10324,Xerox Blank Computer Paper,Office Supplies,Paper,Xerox,20,5,"14,86"
US-2017-156097,Avery-10325,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,Avery,5,2,"49,8"
US-2017-156097,Global-10326,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,Global,"500,71",2,"49,8"
US-2017-156692,Staple-10327,Staple holder,Office Supplies,Appliances,Staple holder,"8,5",2,"50,09"
US-2017-156692,Sony-10328,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,Sony,36,2,"50,09"
US-2017-156986,Xerox-10329,Xerox 1894,Office Supplies,Paper,Xerox,"6,25",2,"14,45"
US-2017-156986,Clear-10330,Clear Mylar Reinforcing Strips,Office Supplies,Binders,Other,"18,89",3,"14,45"
US-2017-156986,Xerox-10331,Xerox 225,Office Supplies,Paper,Xerox,"6,56",4,"14,45"
US-2017-156986,i.Sound-10332,i.Sound Portable Power - 8000 mAh,Technology,Phones,Other,"53,13",2,"14,45"
US-2017-157308,Acco-10333,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,Acco,5,4,7
US-2017-157490,Avery-10334,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders,Avery,10,4,"15,76"
US-2017-157490,Recycled-10335,Recycled Easel Ring Binders,Office Supplies,Binders,Other,15,4,"15,76"
US-2017-157490,Memorex-10336,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories,Memorex,17,5,"15,76"
US-2017-157490,Zebra-10337,Zebra GK420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,Zebra,"391,11",6,"15,76"
US-2017-157728,RSVP-10338,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,Paper,Other,"5,14",7,"10,68"
US-2017-157728,Panasonic-10339,Panasonic KX TS208W Corded phone,Technology,Phones,Panasonic,49,2,"10,68"
US-2017-157840,Strathmore-10340,Strathmore Photo Mount Cards,Office Supplies,Paper,Strathmore,"6,8",5,"2,19"
US-2017-157945,Staple-10341,Staple envelope,Office Supplies,Envelopes,Staple envelope,"5,63",2,"6,61"
US-2017-157945,Hon-10342,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,Hon,"356,19",3,"6,61"
US-2017-158288,Binding-10343,Binding Machine Supplies,Office Supplies,Binders,Other,"29,26",9,"6,23"
US-2017-158309,Zipper-10344,Zipper Ring Binder Pockets,Office Supplies,Binders,Other,"3,33",4,"22,5"
US-2017-158680,Zipper-10345,Zipper Ring Binder Pockets,Office Supplies,Binders,Other,"2,5",1,"18,38"
US-2017-158708,Memorex-10346,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,Technology,Accessories,Memorex,"8,75",2,"4,4"
US-2017-159093,TOPS-10347,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,Paper,TOPS,8,4,"14,86"
US-2017-159415,Ultra-10348,"Ultra Door Kickplate, 8""H x 34""W",Furniture,Furnishings,Ultra,"19,75",5,"13,31"
US-2017-159856,Global-10349,Global Deluxe Steno Chair,Furniture,Chairs,Global,77,5,"9,17"
US-2017-160206,Cyber-10350,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones,Other,13,1,"8,05"
US-2017-160528,Flat-10351,Flat Face Poster Frame,Furniture,Furnishings,Other,"19,17",3,"5,6"
US-2017-160528,WD-10352,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories,WD My Passport,"118,93",7,"5,6"
US-2017-160528,SAFCO-10353,SAFCO Boltless Steel Shelving,Office Supplies,Storage,SAFCO,"113,59",8,"5,6"
US-2017-161396,Bush-10354,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,Bush,"170,83",2,"6,86"
US-2017-161396,Xerox-10355,Xerox 189,Office Supplies,Paper,Xerox,"104,75",5,"6,86"
US-2017-161683,GBC-10356,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,GBC,15,4,"7,98"
US-2017-161683,Honeywell-10357,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,Honeywell,"123,44",4,"7,98"
US-2017-161844,Acco-10358,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,Acco,5,2,"7,85"
US-2017-161844,Hon-10359,Hon 61000 Series Interactive Training Tables,Furniture,Tables,Hon,"44,44",3,"7,85"
US-2017-162026,Xerox-10360,Xerox 1925,Office Supplies,Paper,Xerox,31,2,"49,22"
US-2017-162103,XtraLife-10361,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,XtraLife,"7,5",2,"6,74"
US-2017-162677,Tenex-10362,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,Storage,Tenex,17,5,"24,84"
US-2017-162677,Case-10363,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Other,50,3,"24,84"
US-2017-162852,Global-10364,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,Global,"150,89",8,"13,72"
US-2017-162859,Advantus-10365,Advantus Push Pins,Office Supplies,Fasteners,Advantus,"2,25",4,"10,09"
US-2017-162859,GBC-10366,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,GBC,"165,83",3,"10,09"
US-2017-163258,Acco-10367,Acco Translucent Poly Ring Binders,Office Supplies,Binders,Acco,"4,58",3,"14,86"
US-2017-163461,Xerox-10368,Xerox 1937,Office Supplies,Paper,Xerox,"48,13",2,"15,21"
US-2017-163538,Memorex-10369,Memorex Micro Travel Drive 16 GB,Technology,Accessories,Memorex,16,3,"13,53"
US-2017-163881,Logitech-10370,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,Logitech,70,8,"14,86"
US-2017-163881,Plantronics-10371,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,Plantronics,330,2,"14,86"
US-2017-163881,Global-10372,Global Leather Executive Chair,Furniture,Chairs,Global,"351,04",6,"14,86"
US-2017-164189,BlackBerry-10373,BlackBerry Q10,Technology,Phones,Other,"125,94",4,"5,32"
US-2017-164196,Balt-10374,Balt Solid Wood Round Tables,Furniture,Tables,Balt,"446,5",6,"13,22"
US-2017-164588,Newell-10375,Newell 341,Office Supplies,Art,Newell,"4,33",3,"6,86"
US-2017-164630,Hewlett-10376,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,Hewlett-Packard,300,4,"7,75"
US-2017-164945,GBC-10377,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,GBC,"20,94",8,"10,09"
US-2017-165078,Prismacolor-10378,Prismacolor Color Pencil Set,Office Supplies,Art,Other,20,2,"13,83"
US-2017-165078,Avery-10379,Avery 503,Office Supplies,Labels,Avery,"10,4",5,"13,83"
US-2017-165078,Premium-10380,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,Other,21,5,"13,83"
US-2017-165505,4009-10381,4009 Highlighters,Office Supplies,Art,Other,"1,33",6,"14,06"
US-2017-165505,Logitech-10382,Logitech Wireless Marathon Mouse M705,Technology,Accessories,Logitech,50,2,"14,06"
US-2017-165505,Iceberg-10383,Iceberg Mobile Mega Data/Printer Cart,Office Supplies,Storage,Iceberg,"120,31",13,"14,06"
US-2017-165953,Things-10384,Things To Do Today Pad,Office Supplies,Paper,Things To Do,"5,75",5,"14,61"
US-2017-165953,Newell-10385,Newell 345,Office Supplies,Art,Newell,20,3,"14,61"
US-2017-166660,O'Sullivan-10386,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,O'Sullivan,49,1,"3,06"
US-2017-166660,Global-10387,Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs,Global,"135,94",4,"3,06"
US-2017-167339,Global-10388,Global Super Steno Chair,Furniture,Chairs,Global,"96,25",2,"6,71"
US-2017-167339,Global-10389,Global Ergonomic Managers Chair,Furniture,Chairs,Global,"180,89",7,"6,71"
US-2017-167472,Avery-10390,Avery Binder Labels,Office Supplies,Binders,Avery,4,3,"17,74"
US-2017-167472,Xerox-10391,Xerox 230,Office Supplies,Paper,Xerox,"6,5",2,"17,74"
US-2017-167472,Kingston-10392,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,Kingston,9,3,"17,74"
US-2017-167472,Xerox-10393,Xerox 191,Office Supplies,Paper,Xerox,20,3,"17,74"
US-2017-167472,Trimflex-10394,Trimflex Flexible Post Binders,Office Supplies,Binders,Other,"21,33",3,"17,74"
US-2017-167472,Logitech-10395,Logitech Trackman Marble Mouse,Technology,Accessories,Logitech,30,6,"17,74"
US-2017-167472,Plantronics-10396,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,Plantronics,"107,67",3,"17,74"
US-2017-168095,Xerox-10397,Xerox 1909,Office Supplies,Paper,Xerox,"26,5",5,"9,97"
US-2017-168095,Bevis-10398,Bevis Steel Folding Chairs,Furniture,Chairs,Bevis,"95,83",3,"9,97"
US-2017-168410,iOttie-10399,iOttie HLCRIO102 Car Mount,Technology,Phones,iOttie,20,2,"12,51"
US-2017-168410,9-3/4-10400,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,Other,"13,8",5,"12,51"
US-2017-168410,Recycled-10401,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage,Other,"98,67",3,"12,51"
US-2017-168620,GBC-10402,GBC Linen Binding Covers,Office Supplies,Binders,GBC,"31,11",3,"3,59"
US-2017-168620,Microsoft-10403,Microsoft Sculpt Comfort Mouse,Technology,Accessories,Microsoft,40,8,"3,59"
US-2017-168620,Tennsco-10404,Tennsco Double-Tier Lockers,Office Supplies,Storage,Tennsco,225,3,"3,59"
US-2017-169040,Jet-Pak-10405,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,Other,36,1,7
US-2017-169040,Ibico-10406,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,Ibico,"8,39",7,7
US-2017-169040,GBC-10407,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,GBC,25,3,7
US-2017-169040,Plantronics-10408,Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,Phones,Plantronics,"196,25",1,7
US-2017-169040,Snap-A-Way-10409,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,Other,38,5,7
US-2017-169040,Xerox-10410,Xerox 1880,Office Supplies,Paper,Xerox,"35,43",7,7
US-2017-169040,Google-10411,Google Nexus 5,Technology,Phones,Other,180,3,7
US-2017-169369,Xerox-10412,Xerox 1907,Office Supplies,Paper,Xerox,"12,25",4,"6,86"
US-2017-169369,Case-10413,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Other,50,5,"6,86"
US-2018-100048,Bionaire-10414,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,Appliances,Bionaire,"46,83",6,"11,27"
US-2018-100048,Logitech-10415,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,Logitech,100,3,"11,27"
US-2018-100048,Nortel-10416,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,Nortel,154,2,"11,27"
US-2018-100209,Wilson-10417,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,Wilson Jones,"1,67",2,"9,97"
US-2018-100398,Wilson-10418,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,Wilson Jones,"42,92",3,"6,02"
US-2018-100482,Sterilite-10419,Sterilite Officeware Hinged File Box,Office Supplies,Storage,Sterilite,"10,63",2,"13,94"
US-2018-100482,Kingston-10420,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,Kingston,"16,88",2,"13,94"
US-2018-100930,GBC-10421,GBC Instant Index System for Binding Systems,Office Supplies,Binders,GBC,"8,33",2,"9,89"
US-2018-100930,Bush-10422,Bush Advantage Collection Round Conference Table,Furniture,Tables,Bush,"212,73",2,"9,89"
US-2018-100930,Tenex-10423,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,Tenex,"107,5",3,"9,89"
US-2018-100930,Logitech P710e-10424,Logitech P710e Mobile Speakerphone,Technology,Accessories,Logitech,"257,5",3,"9,89"
US-2018-100930,Bretford-10425,Bretford Rectangular Conference Table Tops,Furniture,Tables,Bretford,"376,36",3,"9,89"
US-2018-101518,Memorex-10426,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories,Memorex,"17,08",3,"7,98"
US-2018-101539,Xerox-10427,Xerox 214,Office Supplies,Paper,Xerox,6,1,"3,06"
US-2018-101539,Safco-10428,Safco Commercial Shelving,Office Supplies,Storage,SAFCO,47,1,"3,06"
US-2018-101539,Mitel-10429,Mitel MiVoice 5330e IP Phone,Technology,Phones,Mitel,275,3,"3,06"
US-2018-101721,Xerox-10430,Xerox 1909,Office Supplies,Paper,Xerox,"26,25",3,"13,2"
US-2018-101784,Global-10431,"Global Task Chair, Black",Furniture,Chairs,Global,"50,83",3,"14,86"
US-2018-101840,Acco-10432,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Office Supplies,Binders,Acco,"14,38",4,"10,09"
US-2018-101840,Grandstream-10433,Grandstream GXP1160 VoIP phone,Technology,Phones,Grandstream,"37,83",6,"10,09"
US-2018-102183,Avery-10434,Avery Metallic Poly Binders,Office Supplies,Binders,Avery,"5,71",7,"10,09"
US-2018-102183,GBC-10435,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,GBC,"897,08",6,"10,09"
US-2018-102288,Hoover-10436,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,Hoover,5,1,"11,99"
US-2018-102288,Holmes-10437,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Office Supplies,Appliances,Holmes,10,1,"11,99"
US-2018-102288,Xerox-10438,Xerox 1982,Office Supplies,Paper,Xerox,"22,81",8,"11,99"
US-2018-102638,Ideal-10439,Ideal Clamps,Office Supplies,Fasteners,Other,2,3,"23,55"
